timestamp,measured,ideal,offset,temperature,operating_hours,vibration,calibration_age,pressure_cycles,anomaly_type,severity,days_to_failure,health_score,corrected,anomaly,drift,rul_days,health,alert,maintenance
1/1/2025 0:00,24.81968355,25.0,-0.1803164499999994,24.68555848,0,0.110136029,0,51,normal,info,200,96.39,25.0,Out-of-Range,-0.1803164499999994,28.196835500000006,96.39367100000001,CRITICAL,No action needed
1/1/2025 1:00,26.39279698,26.29409523,0.09870175000000003,26.04262774,1,0.440467931,0,96,normal,info,204,98.03,26.29409523,Out-of-Range,-0.04080734999999969,29.591926500000003,99.183853,CRITICAL,No action needed
1/1/2025 2:00,27.57551594,27.5,0.07551593999999895,26.98818863,2,0.798952512,0,11,normal,info,205,98.49,27.5,Out-of-Range,-0.0020329200000001415,29.979670799999997,99.9593416,CRITICAL,No action needed
1/1/2025 3:00,28.86264569,28.53553391,0.3271117799999992,28.2760517,3,0.042841024,0,19,trend_deviation,critical,205,98.52,28.53553391,Out-of-Range,0.1671098233333327,28.32890176666667,96.65780353333335,CRITICAL,No action needed
1/1/2025 4:00,29.16747422,29.33012702,-0.16265280000000004,29.79883016,4,0.623862542,0,99,normal,info,201,96.75,29.33012702,Out-of-Range,0.07999163999999936,29.200083600000006,98.40016720000001,CRITICAL,No action needed
1/1/2025 5:00,29.56401177,29.82962913,-0.26561736000000025,29.98127989,5,0.168636112,0,48,normal,info,197,94.69,29.82962913,Out-of-Range,-0.03371946000000037,29.662805399999996,99.32561079999999,CRITICAL,No action needed
1/1/2025 6:00,29.99609545,30.0,-0.00390455000000145,29.90318632,6,0.442083017,0,57,normal,info,208,99.92,30.0,Out-of-Range,-0.14405823666666726,28.55941763333333,97.11883526666665,CRITICAL,No action needed
1/1/2025 7:00,29.96294216,29.82962913,0.13331303000000005,30.3363248,7,0.668715573,0,77,normal,info,202,97.33,29.82962913,Out-of-Range,-0.04540296000000055,29.545970399999995,99.09194079999999,CRITICAL,No action needed
1/1/2025 8:00,29.57573241,29.33012702,0.24560539000000148,29.15235368,8,0.236643548,0,87,normal,info,198,95.09,29.33012702,Out-of-Range,0.12500462333333337,28.749953766666668,97.49990753333333,CRITICAL,No action needed
1/1/2025 9:00,28.70683665,28.53553391,0.171302739999998,28.52760095,9,0.901038498,0,21,normal,info,201,96.57,28.53553391,Out-of-Range,0.18340705333333318,28.165929466666668,96.33185893333334,CRITICAL,No action needed
1/1/2025 10:00,27.34157568,27.5,-0.15842432000000173,27.51611548,10,0.997175684,0,1,normal,info,201,96.83,27.5,Out-of-Range,0.08616126999999925,29.13838730000001,98.27677460000001,CRITICAL,No action needed
1/1/2025 11:00,26.06489631,26.29409523,-0.2291989199999982,26.17905284,11,0.738571039,0,16,normal,info,198,95.42,26.29409523,Out-of-Range,-0.07210683333333397,29.27893166666666,98.55786333333332,CRITICAL,No action needed
1/1/2025 12:00,25.38794075,25.0,0.3879407499999985,25.71241233,12,0.757096084,0,96,normal,info,192,92.24,25.0,Out-of-Range,0.00010583666666619251,29.998941633333338,99.99788326666668,CRITICAL,No action needed
1/1/2025 13:00,23.68023472,23.70590477,-0.025670049999998668,23.50376565,13,0.341985805,0,86,normal,info,207,99.49,23.70590477,Out-of-Range,0.044357260000000544,29.556427399999993,99.1128548,CRITICAL,No action needed
1/1/2025 14:00,22.18583274,22.5,-0.3141672600000014,22.77553006,14,0.32765503,0,86,normal,info,195,93.72,22.5,Out-of-Range,0.01603447999999948,29.839655200000006,99.6793104,CRITICAL,No action needed
1/1/2025 15:00,21.37647074,21.46446609,-0.08799534999999992,21.22969616,15,0.149916628,0,58,normal,info,204,98.24,21.46446609,Out-of-Range,-0.14261088666666666,28.573891133333333,97.14778226666667,CRITICAL,No action needed
1/1/2025 16:00,20.72640486,20.66987298,0.05653187999999787,20.53036897,16,0.112497958,0,1,normal,info,205,98.87,20.66987298,Out-of-Range,-0.11521024333333447,28.847897566666656,97.6957951333333,CRITICAL,No action needed
1/1/2025 17:00,20.17145895,20.17037087,0.0010880800000023783,20.57854992,17,0.216502676,0,15,normal,info,208,99.98,20.17037087,Out-of-Range,-0.01012512999999989,29.898748700000002,99.7974974,CRITICAL,No action needed
1/1/2025 18:00,20.19564939,20.0,0.1956493899999998,19.62017412,18,0.70937793,0,45,normal,info,200,96.09,20.0,Out-of-Range,0.08442311666666669,29.155768833333333,98.31153766666667,CRITICAL,No action needed
1/1/2025 19:00,20.25362255,20.17037087,0.08325168000000005,19.64175079,19,0.890793052,0,74,normal,info,204,98.33,20.17037087,Out-of-Range,0.09332971666666741,29.066702833333327,98.13340566666665,CRITICAL,No action needed
1/1/2025 20:00,20.72706662,20.66987298,0.057193639999997714,21.41469062,20,0.425449117,0,83,normal,info,205,98.86,20.66987298,Out-of-Range,0.11203156999999919,28.879684300000008,97.75936860000002,CRITICAL,No action needed
1/1/2025 21:00,21.58209304,21.46446609,0.11762695000000178,21.13784183,21,0.709806089,0,15,normal,info,203,97.65,21.46446609,Out-of-Range,0.08602408999999984,29.139759100000003,98.2795182,CRITICAL,No action needed
1/1/2025 22:00,22.71679003,22.5,0.21679002999999852,22.87150485,22,0.919894181,0,55,normal,info,199,95.66,22.5,Out-of-Range,0.13053687333333266,28.694631266666672,97.38926253333335,CRITICAL,No action needed
1/1/2025 23:00,23.60109744,23.70590477,-0.10480732999999987,23.23831589,23,0.561344448,0,74,normal,info,203,97.9,23.70590477,Out-of-Range,0.07653655000000015,29.2346345,98.469269,CRITICAL,No action needed
1/2/2025 0:00,25.16248239,25.0,0.16248239000000098,24.40115032,24,0.690917822,1,4,trend_deviation,critical,207,99.77,25.0,Out-of-Range,0.09148836333333321,29.085116366666668,98.17023273333334,CRITICAL,No action needed
1/2/2025 1:00,26.15789207,26.29409523,-0.13620316000000088,25.68386235,25,0.599595662,1,70,normal,info,202,97.28,26.29409523,Out-of-Range,-0.026176033333333255,29.73823966666667,99.47647933333333,CRITICAL,No action needed
1/2/2025 2:00,27.28214696,27.5,-0.21785304000000139,27.56244364,26,0.067065629,1,86,normal,info,199,95.64,27.5,Out-of-Range,-0.0638579366666671,29.361420633333328,98.72284126666666,CRITICAL,No action needed
1/2/2025 3:00,28.21311554,28.53553391,-0.3224183700000012,28.62355886,27,0.042352651,1,34,normal,info,194,93.55,28.53553391,Out-of-Range,-0.22549152333333447,27.745084766666654,95.49016953333332,CRITICAL,No action needed
1/2/2025 4:00,29.691742,29.33012702,0.36161498000000236,28.59058237,28,0.947247877,1,12,normal,info,193,92.77,29.33012702,Out-of-Range,-0.0595521433333334,29.404478566666665,98.80895713333334,CRITICAL,No action needed
1/2/2025 5:00,30.31092179,29.82962913,0.4812926599999976,30.64638606,29,0.884457476,1,56,normal,info,188,90.37,29.82962913,Out-of-Range,0.17349642333333293,28.26503576666667,96.53007153333334,CRITICAL,No action needed
1/2/2025 6:00,30.17249429,30.0,0.1724942899999995,30.51565803,30,0.458413832,1,26,normal,info,201,96.55,30.0,Out-of-Range,0.3384673099999998,26.615326900000003,93.2306538,CRITICAL,No action needed
1/2/2025 7:00,29.75476246,29.82962913,-0.07486667000000224,29.7418923,31,0.062267642,1,38,normal,info,205,98.5,29.82962913,Out-of-Range,0.19297342666666495,28.07026573333335,96.1405314666667,CRITICAL,No action needed
1/2/2025 8:00,29.26929091,29.33012702,-0.06083611000000033,29.00781595,32,0.695828515,1,46,normal,info,205,98.78,29.33012702,Out-of-Range,0.01226383666666564,29.877361633333344,99.75472326666669,CRITICAL,No action needed
1/2/2025 9:00,28.73223209,28.53553391,0.1966981799999985,29.14785155,33,0.615979174,1,71,normal,info,200,96.07,28.53553391,Out-of-Range,0.02033179999999864,29.796682000000015,99.59336400000002,CRITICAL,No action needed
1/2/2025 10:00,27.41610903,27.5,-0.08389096999999879,28.04688282,34,0.049846874,1,9,normal,info,204,98.32,27.5,Out-of-Range,0.017323699999999793,29.826763000000003,99.653526,CRITICAL,No action needed
1/2/2025 11:00,25.90361229,26.29409523,-0.3904829399999983,26.31754808,35,0.977435665,1,68,normal,info,192,92.19,26.29409523,Out-of-Range,-0.09255857666666618,29.07441423333334,98.14882846666667,CRITICAL,No action needed
1/2/2025 12:00,24.93959152,25.0,-0.06040847999999954,25.54602771,36,0.804695785,1,80,normal,info,205,98.79,25.0,Out-of-Range,-0.17826079666666553,28.217392033333343,96.4347840666667,CRITICAL,No action needed
1/2/2025 13:00,23.95215296,23.70590477,0.2462481899999993,23.08975218,37,0.116063651,1,82,normal,info,198,95.08,23.70590477,Out-of-Range,-0.0682144099999995,29.317855900000005,98.63571180000001,CRITICAL,No action needed
1/2/2025 14:00,22.29635571,22.5,-0.20364428999999973,22.87524802,38,0.190239884,1,10,normal,info,199,95.93,22.5,Out-of-Range,-0.005934859999999986,29.9406514,99.8813028,CRITICAL,No action needed
1/2/2025 15:00,21.38172996,21.46446609,-0.08273612999999713,21.7095136,39,0.885060876,1,62,normal,info,204,98.35,21.46446609,Out-of-Range,-0.013377409999999182,29.866225900000007,99.73245180000002,CRITICAL,No action needed
1/2/2025 16:00,20.93988395,20.66987298,0.27001096999999774,21.00550281,40,0.366810095,1,59,normal,info,197,94.6,20.66987298,Out-of-Range,-0.00545648333333304,29.94543516666667,99.89087033333334,CRITICAL,No action needed
1/2/2025 17:00,20.32962338,20.17037087,0.15925251000000173,19.44690612,41,0.607646383,1,85,normal,info,201,96.81,20.17037087,Out-of-Range,0.11550911666666745,28.844908833333324,97.68981766666666,CRITICAL,No action needed
1/2/2025 18:00,19.96395287,20.0,-0.03604713000000004,19.47656075,42,0.131042209,1,2,normal,info,206,99.28,20.0,Out-of-Range,0.1310721166666665,28.689278833333336,97.37855766666667,CRITICAL,No action needed
1/2/2025 19:00,20.39761154,20.17037087,0.22724067000000048,19.17464951,43,0.888160832,1,76,normal,info,198,95.46,20.17037087,Out-of-Range,0.11681535000000072,28.831846499999994,97.66369299999998,CRITICAL,No action needed
1/2/2025 20:00,20.32087699,20.66987298,-0.34899599000000237,20.66118898,44,0.193728786,1,76,normal,info,193,93.02,20.66987298,Out-of-Range,-0.052600816666667306,29.473991833333326,98.94798366666666,CRITICAL,No action needed
1/2/2025 21:00,21.40600995,21.46446609,-0.05845613999999699,22.15553509,45,0.371880505,1,33,normal,info,205,98.83,21.46446609,Out-of-Range,-0.06007048666666629,29.399295133333336,98.79859026666668,CRITICAL,No action needed
1/2/2025 22:00,22.41290333,22.5,-0.0870966700000011,22.54101496,46,0.797099307,1,26,normal,info,204,98.26,22.5,Out-of-Range,-0.16484960000000015,28.351504,96.703008,CRITICAL,No action needed
1/2/2025 23:00,23.94015708,23.70590477,0.2342523099999987,24.17060847,47,0.636144808,1,98,normal,info,198,95.31,23.70590477,Out-of-Range,0.0295665000000002,29.704334999999997,99.40867,CRITICAL,No action needed
1/3/2025 0:00,24.88708091,25.0,-0.11291908999999833,25.38658227,48,0.87837742,2,82,normal,info,203,97.74,25.0,Out-of-Range,0.011412183333333084,29.885878166666668,99.77175633333334,CRITICAL,No action needed
1/3/2025 1:00,26.18689385,26.29409523,-0.10720137999999935,26.79799201,49,0.366392667,2,63,normal,info,203,97.86,26.29409523,Out-of-Range,0.004710613333333669,29.952893866666663,99.90578773333333,CRITICAL,No action needed
1/3/2025 2:00,27.59184532,27.5,0.0918453200000009,26.8725985,50,0.615014858,2,59,normal,info,204,98.16,27.5,Out-of-Range,-0.04275838333333226,29.572416166666677,99.14483233333335,CRITICAL,No action needed
1/3/2025 3:00,28.44981572,28.53553391,-0.08571819000000147,28.76500231,51,0.180193387,2,95,normal,info,204,98.29,28.53553391,Out-of-Range,-0.03369141666666664,29.663085833333334,99.32617166666667,CRITICAL,No action needed
1/3/2025 4:00,29.48515457,29.33012702,0.1550275499999998,29.08698207,52,0.858335814,2,29,normal,info,201,96.9,29.33012702,Out-of-Range,0.053718226666666404,29.462817733333335,98.92563546666668,CRITICAL,No action needed
1/3/2025 5:00,29.9677463,29.82962913,0.138117170000001,30.28553593,53,0.93773747,2,23,trend_deviation,critical,200,96.11,29.82962913,Out-of-Range,0.06914217666666644,29.308578233333336,98.61715646666667,CRITICAL,No action needed
1/3/2025 6:00,29.79535526,30.0,-0.2046447399999991,29.84851271,54,0.292226855,2,37,normal,info,199,95.91,30.0,Out-of-Range,0.0294999933333339,29.70500006666666,99.41000013333333,CRITICAL,No action needed
1/3/2025 7:00,29.6912716,29.82962913,-0.1383575300000004,30.22910755,55,0.632278767,2,36,normal,info,202,97.23,29.82962913,Out-of-Range,-0.06829503333333282,29.317049666666673,98.63409933333334,CRITICAL,No action needed
1/3/2025 8:00,29.46696998,29.33012702,0.13684295999999918,30.70451823,56,0.839393971,2,89,normal,info,202,97.26,29.33012702,Out-of-Range,-0.06871977000000011,29.312802299999998,98.6256046,CRITICAL,No action needed
1/3/2025 9:00,28.66395875,28.53553391,0.12842483999999743,28.98392512,57,0.586958435,2,50,normal,info,202,97.43,28.53553391,Out-of-Range,0.04230342333333207,29.576965766666678,99.15393153333336,CRITICAL,No action needed
1/3/2025 10:00,7.172572754,27.5,-20.327427246,27.29160417,58,0.404725311,2,55,out_of_range,critical,194,93.45,27.5,Out-of-Range,-6.687386482000001,0.0,0.0,CRITICAL,Recalibrate within 1 week
1/3/2025 11:00,26.09673648,26.29409523,-0.19735874999999936,26.44720307,59,0.607000001,2,13,normal,info,200,96.05,26.29409523,Out-of-Range,-6.798787052000001,0.0,0.0,CRITICAL,Recalibrate within 1 week
1/3/2025 12:00,14.88565749,25.0,-10.11434251,24.2175626,60,0.8063913,2,0,spike,warning,203,97.71,25.0,Out-of-Range,-10.213042835333333,0.0,0.0,CRITICAL,Recalibrate within 1 week
1/3/2025 13:00,23.97880444,23.70590477,0.27289967000000104,23.77870796,61,0.681318304,2,10,normal,info,196,94.54,23.70590477,Out-of-Range,-3.346267196666666,0.0,33.07465606666668,CRITICAL,Recalibrate within 1 week
1/3/2025 14:00,22.74566699,22.5,0.24566699000000014,22.5196546,62,0.325951544,2,36,normal,info,198,95.09,22.5,Out-of-Range,-3.1985919499999995,0.0,36.02816100000001,CRITICAL,Recalibrate within 1 week
1/3/2025 15:00,21.68864339,21.46446609,0.2241773000000009,20.92591262,63,0.023705243,2,30,normal,info,198,95.52,21.46446609,Out-of-Range,0.2475813200000007,27.524186799999992,95.04837359999999,CRITICAL,No action needed
1/3/2025 16:00,20.88256718,20.66987298,0.21269419999999783,20.01940627,64,0.040128789,2,29,normal,info,199,95.75,20.66987298,Out-of-Range,0.22751282999999964,27.724871700000005,95.4497434,CRITICAL,No action needed
